Update,Total Number of Messages Sent,Self IDs,Real IDs,Highest IDs
12800,4.91E+08,748900,4.91E+08,2.41E+06
12900,4.98E+08,748900,4.98E+08,2.44E+06
13000,5.04E+08,748900,5.04E+08,2.47E+06
13100,5.10E+08,748900,5.10E+08,2.50E+06
13200,5.16E+08,748900,5.16E+08,2.53E+06
13300,5.23E+08,748900,5.23E+08,2.56E+06
13400,5.29E+08,748900,5.29E+08,2.59E+06
13500,5.36E+08,748900,5.36E+08,2.62E+06
13600,5.42E+08,748900,5.42E+08,2.65E+06
13700,5.47E+08,748900,5.47E+08,2.68E+06
13800,5.53E+08,748900,5.53E+08,2.70E+06
13900,5.58E+08,748900,5.58E+08,2.73E+06
14000,5.63E+08,748900,5.63E+08,2.75E+06
14100,5.69E+08,748900,5.69E+08,2.78E+06
14200,5.74E+08,748900,5.74E+08,2.81E+06
14300,5.79E+08,748900,5.79E+08,2.83E+06
14400,5.84E+08,748900,5.84E+08,2.86E+06
14500,5.89E+08,748900,5.89E+08,2.88E+06
14600,5.94E+08,748900,5.94E+08,2.91E+06
14700,5.99E+08,748900,5.99E+08,2.94E+06
14800,6.04E+08,748900,6.04E+08,2.96E+06
14900,6.09E+08,748900,6.09E+08,2.99E+06
15000,6.13E+08,748900,6.13E+08,3.01E+06
15100,6.18E+08,748900,6.18E+08,3.03E+06
15200,6.22E+08,748900,6.22E+08,3.05E+06
15300,6.26E+08,748900,6.26E+08,3.07E+06
15400,6.30E+08,748900,6.30E+08,3.09E+06
15500,6.34E+08,748900,6.34E+08,3.10E+06
15600,6.38E+08,748900,6.38E+08,3.12E+06
15700,6.42E+08,748900,6.42E+08,3.15E+06
15800,6.48E+08,748900,6.48E+08,3.17E+06
15900,6.53E+08,748900,6.53E+08,3.19E+06
16000,6.57E+08,748900,6.57E+08,3.22E+06
16100,6.62E+08,748900,6.62E+08,3.24E+06
16200,6.67E+08,748900,6.67E+08,3.26E+06
16300,6.72E+08,748900,6.72E+08,3.29E+06
16400,6.77E+08,748900,6.77E+08,3.31E+06
16500,6.82E+08,748900,6.82E+08,3.33E+06
16600,6.87E+08,748900,6.87E+08,3.36E+06
16700,6.92E+08,748900,6.92E+08,3.38E+06
16800,6.96E+08,748900,6.96E+08,3.40E+06
16900,7.00E+08,748900,7.00E+08,3.42E+06
17000,7.05E+08,748900,7.05E+08,3.44E+06
17100,7.09E+08,748900,7.09E+08,3.46E+06
17200,7.13E+08,748900,7.13E+08,3.48E+06
17300,7.18E+08,748900,7.18E+08,3.50E+06
17400,7.23E+08,748900,7.23E+08,3.52E+06
17500,7.28E+08,748900,7.28E+08,3.54E+06
17600,7.33E+08,748900,7.33E+08,3.57E+06
17700,7.38E+08,748900,7.38E+08,3.59E+06
17800,7.44E+08,748900,7.44E+08,3.62E+06
17900,7.49E+08,748900,7.49E+08,3.65E+06
18000,7.54E+08,748900,7.54E+08,3.67E+06
18100,7.59E+08,748900,7.59E+08,3.70E+06
18200,7.64E+08,748900,7.64E+08,3.72E+06
18300,7.69E+08,748900,7.69E+08,3.74E+06
18400,7.74E+08,748900,7.74E+08,3.77E+06
18500,7.79E+08,748900,7.79E+08,3.79E+06
18600,7.83E+08,748900,7.83E+08,3.81E+06
18700,7.88E+08,748900,7.88E+08,3.83E+06
18800,7.92E+08,748900,7.92E+08,3.85E+06
18900,7.97E+08,748900,7.97E+08,3.88E+06
19000,8.02E+08,748900,8.02E+08,3.90E+06
19100,8.06E+08,748900,8.06E+08,3.92E+06
19200,8.11E+08,748900,8.11E+08,3.94E+06
19300,8.16E+08,748900,8.16E+08,3.97E+06
19400,8.21E+08,748900,8.21E+08,3.99E+06
19500,8.26E+08,748900,8.26E+08,4.02E+06
19600,8.30E+08,748900,8.30E+08,4.03E+06
19700,8.34E+08,748900,8.34E+08,4.05E+06
19800,8.38E+08,748900,8.38E+08,4.07E+06
19900,8.41E+08,748900,8.41E+08,4.09E+06
20000,8.45E+08,748900,8.45E+08,4.11E+06
20100,8.49E+08,748900,8.49E+08,4.12E+06
20200,8.54E+08,748900,8.54E+08,4.14E+06
20300,8.57E+08,748900,8.57E+08,4.16E+06
20400,8.61E+08,748900,8.61E+08,4.18E+06
20500,8.66E+08,748900,8.66E+08,4.20E+06
20600,8.70E+08,748900,8.70E+08,4.22E+06
20700,8.73E+08,748900,8.73E+08,4.24E+06
20800,8.76E+08,748900,8.76E+08,4.26E+06
20900,8.80E+08,748900,8.80E+08,4.27E+06
21000,8.83E+08,748900,8.83E+08,4.29E+06
21100,8.87E+08,748900,8.87E+08,4.31E+06
21200,8.90E+08,748900,8.90E+08,4.32E+06
21300,8.94E+08,748900,8.94E+08,4.34E+06
21400,8.98E+08,748900,8.98E+08,4.36E+06
21500,9.02E+08,748900,9.02E+08,4.38E+06
21600,9.06E+08,748900,9.06E+08,4.40E+06
21700,9.10E+08,748900,9.10E+08,4.43E+06
21800,9.15E+08,748900,9.15E+08,4.45E+06
21900,9.19E+08,748900,9.19E+08,4.47E+06
22000,9.23E+08,748900,9.23E+08,4.49E+06
22100,9.28E+08,748900,9.28E+08,4.51E+06
22200,9.32E+08,748900,9.32E+08,4.53E+06
22300,9.37E+08,748900,9.37E+08,4.56E+06
22400,9.42E+08,748900,9.42E+08,4.57E+06
22500,9.46E+08,748900,9.46E+08,4.60E+06
22600,9.51E+08,748900,9.51E+08,4.62E+06
22700,9.56E+08,748900,9.56E+08,4.64E+06
22800,9.60E+08,748900,9.60E+08,4.67E+06
22900,9.65E+08,748900,9.65E+08,4.69E+06
23000,9.69E+08,748900,9.69E+08,4.71E+06
23100,9.74E+08,748900,9.74E+08,4.74E+06
23200,9.79E+08,748900,9.79E+08,4.76E+06
23300,9.84E+08,748900,9.84E+08,4.78E+06
23400,9.88E+08,748900,9.88E+08,4.81E+06
23500,9.94E+08,748900,9.94E+08,4.83E+06
23600,9.98E+08,748900,9.98E+08,4.85E+06
23700,1.00E+09,748900,1.00E+09,4.87E+06
23800,1.01E+09,748900,1.01E+09,4.89E+06
23900,1.01E+09,748900,1.01E+09,4.92E+06
24000,1.02E+09,748900,1.02E+09,4.94E+06
24100,1.02E+09,748900,1.02E+09,4.96E+06
24200,1.03E+09,748900,1.03E+09,4.98E+06
24300,1.03E+09,748900,1.03E+09,5.00E+06
24400,1.03E+09,748900,1.03E+09,5.03E+06
24500,1.04E+09,748900,1.04E+09,5.05E+06
24600,1.05E+09,748900,1.05E+09,5.08E+06
24700,1.05E+09,748900,1.05E+09,5.11E+06
24800,1.06E+09,748900,1.06E+09,5.13E+06
24900,1.06E+09,748900,1.06E+09,5.16E+06
25000,1.07E+09,748900,1.07E+09,5.18E+06
25100,1.07E+09,748900,1.07E+09,5.20E+06
25200,1.08E+09,748900,1.08E+09,5.23E+06
25300,1.08E+09,748900,1.08E+09,5.25E+06
25400,1.09E+09,748900,1.09E+09,5.27E+06
25500,1.09E+09,748900,1.09E+09,5.30E+06
25600,1.10E+09,748900,1.10E+09,5.32E+06
25700,1.10E+09,748900,1.10E+09,5.35E+06
25800,1.11E+09,748900,1.11E+09,5.37E+06
25900,1.11E+09,748900,1.11E+09,5.40E+06
26000,1.12E+09,748900,1.12E+09,5.42E+06
26100,1.12E+09,748900,1.12E+09,5.44E+06
26200,1.12E+09,748900,1.12E+09,5.46E+06
26300,1.13E+09,748900,1.13E+09,5.49E+06
26400,1.13E+09,748900,1.13E+09,5.51E+06
26500,1.14E+09,748900,1.14E+09,5.52E+06
26600,1.14E+09,748900,1.14E+09,5.54E+06
26700,1.14E+09,748900,1.14E+09,5.56E+06
26800,1.15E+09,748900,1.15E+09,5.57E+06
26900,1.15E+09,748900,1.15E+09,5.58E+06
27000,1.15E+09,748900,1.15E+09,5.60E+06
27100,1.16E+09,748900,1.16E+09,5.61E+06
27200,1.16E+09,748900,1.16E+09,5.63E+06
27300,1.16E+09,748900,1.16E+09,5.65E+06
27400,1.17E+09,748900,1.17E+09,5.67E+06
27500,1.17E+09,748900,1.17E+09,5.69E+06
27600,1.18E+09,748900,1.18E+09,5.71E+06
27700,1.18E+09,748900,1.18E+09,5.73E+06
27800,1.18E+09,748900,1.18E+09,5.75E+06
27900,1.19E+09,748900,1.19E+09,5.77E+06
28000,1.19E+09,748900,1.19E+09,5.79E+06
28100,1.20E+09,748900,1.20E+09,5.81E+06
28200,1.20E+09,748900,1.20E+09,5.84E+06
28300,1.21E+09,748900,1.21E+09,5.86E+06
28400,1.21E+09,748900,1.21E+09,5.88E+06
28500,1.22E+09,748900,1.22E+09,5.91E+06
28600,1.22E+09,748900,1.22E+09,5.93E+06
28700,1.22E+09,748900,1.22E+09,5.95E+06
28800,1.23E+09,748900,1.23E+09,5.97E+06
28900,1.23E+09,748900,1.23E+09,5.98E+06
29000,1.24E+09,748900,1.24E+09,6.00E+06
29100,1.24E+09,748900,1.24E+09,6.02E+06
29200,1.24E+09,748900,1.24E+09,6.04E+06
29300,1.25E+09,748900,1.25E+09,6.06E+06
29400,1.25E+09,748900,1.25E+09,6.08E+06
29500,1.26E+09,748900,1.26E+09,6.10E+06
29600,1.26E+09,748900,1.26E+09,6.12E+06
29700,1.26E+09,748900,1.26E+09,6.14E+06
29800,1.27E+09,748900,1.27E+09,6.16E+06
29900,1.27E+09,748900,1.27E+09,6.18E+06
30000,1.28E+09,748900,1.28E+09,6.21E+06
30100,1.28E+09,748900,1.28E+09,6.23E+06
30200,1.29E+09,748900,1.29E+09,6.25E+06
30300,1.29E+09,748900,1.29E+09,6.27E+06
30400,1.30E+09,748900,1.30E+09,6.29E+06
30500,1.30E+09,748900,1.30E+09,6.31E+06
30600,1.30E+09,748900,1.30E+09,6.32E+06
30700,1.31E+09,748900,1.31E+09,6.34E+06
30800,1.31E+09,748900,1.31E+09,6.36E+06
30900,1.31E+09,748900,1.31E+09,6.38E+06
31000,1.32E+09,748900,1.32E+09,6.40E+06
31100,1.32E+09,748900,1.32E+09,6.43E+06
31200,1.33E+09,748900,1.33E+09,6.45E+06
31300,1.33E+09,748900,1.33E+09,6.47E+06
31400,1.34E+09,748900,1.34E+09,6.49E+06
31500,1.34E+09,748900,1.34E+09,6.51E+06
31600,1.35E+09,748900,1.35E+09,6.54E+06
31700,1.35E+09,748900,1.35E+09,6.56E+06
31800,1.36E+09,748900,1.36E+09,6.58E+06
31900,1.36E+09,748900,1.36E+09,6.60E+06
32000,1.36E+09,748900,1.36E+09,6.62E+06
32100,1.37E+09,748900,1.37E+09,6.64E+06
32200,1.37E+09,748900,1.37E+09,6.66E+06
32300,1.38E+09,748900,1.38E+09,6.68E+06
32400,1.38E+09,748900,1.38E+09,6.70E+06
32500,1.39E+09,748900,1.39E+09,6.73E+06
32600,1.39E+09,748900,1.39E+09,6.76E+06
32700,1.40E+09,748900,1.40E+09,6.78E+06
32800,1.40E+09,748900,1.40E+09,6.80E+06
32900,1.41E+09,748900,1.41E+09,6.83E+06
33000,1.41E+09,748900,1.41E+09,6.85E+06
33100,1.42E+09,748900,1.42E+09,6.88E+06
33200,1.42E+09,748900,1.42E+09,6.91E+06
33300,1.43E+09,748900,1.43E+09,6.94E+06
33400,1.43E+09,748900,1.43E+09,6.96E+06
33500,1.44E+09,748900,1.44E+09,6.99E+06
33600,1.44E+09,748900,1.44E+09,7.02E+06
33700,1.45E+09,748900,1.45E+09,7.05E+06
33800,1.46E+09,748900,1.46E+09,7.07E+06
33900,1.46E+09,748900,1.46E+09,7.11E+06
34000,1.47E+09,748900,1.47E+09,7.14E+06
34100,1.48E+09,748900,1.48E+09,7.17E+06
34200,1.48E+09,748900,1.48E+09,7.20E+06
34300,1.49E+09,748900,1.49E+09,7.23E+06
34400,1.50E+09,748900,1.50E+09,7.27E+06
34500,1.50E+09,748900,1.50E+09,7.30E+06
34600,1.51E+09,748900,1.51E+09,7.33E+06
34700,1.51E+09,748900,1.51E+09,7.36E+06
34800,1.52E+09,748900,1.52E+09,7.40E+06
34900,1.53E+09,748900,1.53E+09,7.43E+06
35000,1.54E+09,748900,1.54E+09,7.46E+06
35100,1.54E+09,748900,1.54E+09,7.49E+06
35200,1.55E+09,748900,1.55E+09,7.53E+06
35300,1.56E+09,748900,1.56E+09,7.56E+06
35400,1.56E+09,748900,1.56E+09,7.59E+06
35500,1.57E+09,748900,1.57E+09,7.62E+06
35600,1.58E+09,748900,1.58E+09,7.66E+06
35700,1.58E+09,748900,1.58E+09,7.69E+06
35800,1.59E+09,748900,1.59E+09,7.73E+06
35900,1.60E+09,748900,1.60E+09,7.76E+06
36000,1.60E+09,748900,1.60E+09,7.79E+06
36100,1.61E+09,748900,1.61E+09,7.82E+06
36200,1.61E+09,748900,1.61E+09,7.85E+06
36300,1.62E+09,748900,1.62E+09,7.88E+06
36400,1.63E+09,748900,1.63E+09,7.91E+06
36500,1.63E+09,748900,1.63E+09,7.94E+06
36600,1.64E+09,748900,1.64E+09,7.97E+06
36700,1.65E+09,748900,1.65E+09,8.01E+06
36800,1.65E+09,748900,1.65E+09,8.04E+06
36900,1.66E+09,748900,1.66E+09,8.06E+06
37000,1.66E+09,748900,1.66E+09,8.08E+06
37100,1.67E+09,748900,1.67E+09,8.10E+06
37200,1.67E+09,748900,1.67E+09,8.12E+06
37300,1.67E+09,748900,1.67E+09,8.14E+06
37400,1.68E+09,748900,1.68E+09,8.16E+06
37500,1.68E+09,748900,1.68E+09,8.19E+06
37600,1.69E+09,748900,1.69E+09,8.21E+06
37700,1.69E+09,748900,1.69E+09,8.24E+06
37800,1.70E+09,748900,1.70E+09,8.26E+06
37900,1.70E+09,748900,1.70E+09,8.28E+06
38000,1.71E+09,748900,1.71E+09,8.30E+06
38100,1.71E+09,748900,1.71E+09,8.33E+06
38200,1.72E+09,748900,1.72E+09,8.35E+06
38300,1.72E+09,748900,1.72E+09,8.37E+06
38400,1.72E+09,748900,1.72E+09,8.39E+06
38500,1.73E+09,748900,1.73E+09,8.42E+06
38600,1.73E+09,748900,1.73E+09,8.44E+06
38700,1.74E+09,748900,1.74E+09,8.47E+06
38800,1.74E+09,748900,1.74E+09,8.49E+06
38900,1.75E+09,748900,1.75E+09,8.51E+06
39000,1.75E+09,748900,1.75E+09,8.53E+06
39100,1.76E+09,748900,1.76E+09,8.56E+06
39200,1.77E+09,748900,1.77E+09,8.59E+06
39300,1.77E+09,748900,1.77E+09,8.62E+06
39400,1.78E+09,748900,1.78E+09,8.64E+06
39500,1.78E+09,748900,1.78E+09,8.67E+06
39600,1.79E+09,748900,1.79E+09,8.69E+06
39700,1.79E+09,748900,1.79E+09,8.72E+06
39800,1.80E+09,748900,1.80E+09,8.74E+06
39900,1.80E+09,748900,1.80E+09,8.77E+06
40000,1.81E+09,748900,1.81E+09,8.80E+06
40100,1.81E+09,748900,1.81E+09,8.83E+06
40200,1.82E+09,748900,1.82E+09,8.85E+06
40300,1.82E+09,748900,1.82E+09,8.88E+06
40400,1.83E+09,748900,1.83E+09,8.90E+06
40500,1.83E+09,748900,1.83E+09,8.93E+06
40600,1.84E+09,748900,1.84E+09,8.95E+06
40700,1.84E+09,748900,1.84E+09,8.98E+06
40800,1.85E+09,748900,1.85E+09,9.00E+06
40900,1.85E+09,748900,1.85E+09,9.02E+06
41000,1.86E+09,748900,1.86E+09,9.04E+06
41100,1.86E+09,748900,1.86E+09,9.06E+06
41200,1.86E+09,748900,1.86E+09,9.08E+06
41300,1.87E+09,748900,1.87E+09,9.10E+06
41400,1.87E+09,748900,1.87E+09,9.12E+06
41500,1.88E+09,748900,1.88E+09,9.14E+06
41600,1.88E+09,748900,1.88E+09,9.16E+06
41700,1.88E+09,748900,1.88E+09,9.18E+06
41800,1.89E+09,748900,1.89E+09,9.20E+06
41900,1.89E+09,748900,1.89E+09,9.22E+06
42000,1.90E+09,748900,1.90E+09,9.25E+06
42100,1.90E+09,748900,1.90E+09,9.27E+06
42200,1.91E+09,748900,1.91E+09,9.30E+06
42300,1.91E+09,748900,1.91E+09,9.33E+06
42400,1.92E+09,748900,1.92E+09,9.36E+06
42500,1.93E+09,748900,1.93E+09,9.38E+06
42600,1.93E+09,748900,1.93E+09,9.41E+06
42700,1.94E+09,748900,1.94E+09,9.44E+06
42800,1.94E+09,748900,1.94E+09,9.47E+06
42900,1.95E+09,748900,1.95E+09,9.50E+06
43000,1.95E+09,748900,1.95E+09,9.52E+06
43100,1.96E+09,748900,1.96E+09,9.55E+06
43200,1.96E+09,748900,1.96E+09,9.57E+06
43300,1.97E+09,748900,1.97E+09,9.59E+06
43400,1.97E+09,748900,1.97E+09,9.61E+06
43500,1.98E+09,748900,1.98E+09,9.63E+06
43600,1.98E+09,748900,1.98E+09,9.66E+06
43700,1.99E+09,748900,1.99E+09,9.68E+06
43800,1.99E+09,748900,1.99E+09,9.71E+06
43900,2.00E+09,748900,2.00E+09,9.73E+06
44000,2.00E+09,748900,2.00E+09,9.76E+06
44100,2.01E+09,748900,2.01E+09,9.78E+06
44200,2.01E+09,748900,2.01E+09,9.80E+06
44300,2.02E+09,748900,2.02E+09,9.82E+06
44400,2.02E+09,748900,2.02E+09,9.85E+06
44500,2.03E+09,748900,2.03E+09,9.87E+06
44600,2.03E+09,748900,2.03E+09,9.90E+06
44700,2.04E+09,748900,2.04E+09,9.93E+06
44800,2.04E+09,748900,2.04E+09,9.95E+06
44900,2.05E+09,748900,2.05E+09,9.98E+06
45000,2.05E+09,748900,2.05E+09,1.00E+07
45100,2.06E+09,748900,2.06E+09,1.00E+07
45200,2.06E+09,748900,2.06E+09,1.01E+07
45300,2.07E+09,748900,2.07E+09,1.01E+07
45400,2.08E+09,748900,2.08E+09,1.01E+07
45500,2.08E+09,748900,2.08E+09,1.01E+07
45600,2.09E+09,748900,2.09E+09,1.02E+07
45700,2.09E+09,748900,2.09E+09,1.02E+07
45800,2.10E+09,748900,2.10E+09,1.02E+07
45900,2.11E+09,748900,2.11E+09,1.03E+07
46000,2.11E+09,748900,2.11E+09,1.03E+07
46100,2.12E+09,748900,2.12E+09,1.03E+07
46200,2.13E+09,748900,2.13E+09,1.04E+07
46300,2.13E+09,748900,2.13E+09,1.04E+07
46400,2.14E+09,748900,2.14E+09,1.04E+07
46500,2.15E+09,748900,2.15E+09,1.05E+07
46600,2.15E+09,748900,2.15E+09,1.05E+07
46700,2.16E+09,748900,2.16E+09,1.05E+07
46800,2.16E+09,748900,2.16E+09,1.06E+07
46900,2.17E+09,748900,2.17E+09,1.06E+07
47000,2.18E+09,748900,2.18E+09,1.06E+07
47100,2.18E+09,748900,2.18E+09,1.06E+07
47200,2.19E+09,748900,2.19E+09,1.07E+07
47300,2.19E+09,748900,2.19E+09,1.07E+07
47400,2.20E+09,748900,2.20E+09,1.07E+07
47500,2.20E+09,748900,2.20E+09,1.07E+07
47600,2.21E+09,748900,2.21E+09,1.08E+07
47700,2.22E+09,748900,2.22E+09,1.08E+07
47800,2.22E+09,748900,2.22E+09,1.08E+07
47900,2.23E+09,748900,2.23E+09,1.09E+07
48000,2.23E+09,748900,2.23E+09,1.09E+07
48100,2.24E+09,748900,2.24E+09,1.09E+07
48200,2.24E+09,748900,2.24E+09,1.09E+07
48300,2.24E+09,748900,2.24E+09,1.10E+07
48400,2.25E+09,748900,2.25E+09,1.10E+07
48500,2.25E+09,748900,2.25E+09,1.10E+07
48600,2.26E+09,748900,2.26E+09,1.10E+07
48700,2.27E+09,748900,2.27E+09,1.11E+07
48800,2.27E+09,748900,2.27E+09,1.11E+07
48900,2.28E+09,748900,2.28E+09,1.11E+07
49000,2.29E+09,748900,2.29E+09,1.12E+07
49100,2.30E+09,748900,2.30E+09,1.12E+07
49200,2.30E+09,748900,2.30E+09,1.12E+07
49300,2.31E+09,748900,2.31E+09,1.13E+07
49400,2.32E+09,748900,2.32E+09,1.13E+07
49500,2.32E+09,748900,2.32E+09,1.13E+07
49600,2.33E+09,748900,2.33E+09,1.14E+07
49700,2.34E+09,748900,2.34E+09,1.14E+07
49800,2.34E+09,748900,2.34E+09,1.14E+07
49900,2.35E+09,748900,2.35E+09,1.15E+07
50000,2.35E+09,748900,2.35E+09,1.15E+07
50100,2.36E+09,748900,2.36E+09,1.15E+07
50200,2.36E+09,748900,2.36E+09,1.15E+07
50300,2.37E+09,748900,2.37E+09,1.16E+07
50400,2.37E+09,748900,2.37E+09,1.16E+07
50500,2.38E+09,748900,2.38E+09,1.16E+07
50600,2.38E+09,748900,2.38E+09,1.16E+07
50700,2.39E+09,748900,2.39E+09,1.17E+07
50800,2.39E+09,748900,2.39E+09,1.17E+07
50900,2.40E+09,748900,2.40E+09,1.17E+07
51000,2.41E+09,748900,2.41E+09,1.17E+07
51100,2.41E+09,748900,2.41E+09,1.18E+07
51200,2.42E+09,748900,2.42E+09,1.18E+07
51300,2.42E+09,748900,2.42E+09,1.18E+07
51400,2.43E+09,748900,2.43E+09,1.18E+07
51500,2.43E+09,748900,2.43E+09,1.19E+07
51600,2.44E+09,748900,2.44E+09,1.19E+07
51700,2.44E+09,748900,2.44E+09,1.19E+07
51800,2.45E+09,748900,2.45E+09,1.20E+07
51900,2.46E+09,748900,2.46E+09,1.20E+07
52000,2.46E+09,748900,2.46E+09,1.20E+07
52100,2.47E+09,748900,2.47E+09,1.20E+07
52200,2.47E+09,748900,2.47E+09,1.20E+07
52300,2.47E+09,748900,2.47E+09,1.21E+07
52400,2.48E+09,748900,2.48E+09,1.21E+07
52500,2.48E+09,748900,2.48E+09,1.21E+07
52600,2.48E+09,748900,2.48E+09,1.21E+07
52700,2.49E+09,748900,2.49E+09,1.21E+07
52800,2.49E+09,748900,2.49E+09,1.22E+07
52900,2.50E+09,748900,2.50E+09,1.22E+07
53000,2.50E+09,748900,2.50E+09,1.22E+07
53100,2.51E+09,748900,2.51E+09,1.22E+07
53200,2.51E+09,748900,2.51E+09,1.22E+07
53300,2.51E+09,748900,2.51E+09,1.23E+07
53400,2.52E+09,748900,2.52E+09,1.23E+07
53500,2.52E+09,748900,2.52E+09,1.23E+07
53600,2.53E+09,748900,2.53E+09,1.23E+07
53700,2.54E+09,748900,2.54E+09,1.24E+07
53800,2.54E+09,748900,2.54E+09,1.24E+07
53900,2.55E+09,748900,2.55E+09,1.24E+07
54000,2.55E+09,748900,2.55E+09,1.25E+07
54100,2.56E+09,748900,2.56E+09,1.25E+07
54200,2.56E+09,748900,2.56E+09,1.25E+07
54300,2.57E+09,748900,2.57E+09,1.25E+07
54400,2.57E+09,748900,2.57E+09,1.26E+07
54500,2.58E+09,748900,2.58E+09,1.26E+07
54600,2.59E+09,748900,2.59E+09,1.26E+07
54700,2.59E+09,748900,2.59E+09,1.27E+07
54800,2.60E+09,748900,2.60E+09,1.27E+07
54900,2.61E+09,748900,2.61E+09,1.27E+07
55000,2.61E+09,748900,2.61E+09,1.28E+07
55100,2.62E+09,748900,2.62E+09,1.28E+07
55200,2.63E+09,748900,2.63E+09,1.28E+07
55300,2.63E+09,748900,2.63E+09,1.28E+07
55400,2.64E+09,748900,2.64E+09,1.29E+07
55500,2.65E+09,748900,2.65E+09,1.29E+07
55600,2.65E+09,748900,2.65E+09,1.29E+07
55700,2.66E+09,748900,2.66E+09,1.30E+07
55800,2.66E+09,748900,2.66E+09,1.30E+07
55900,2.67E+09,748900,2.67E+09,1.30E+07
56000,2.68E+09,748900,2.68E+09,1.31E+07
56100,2.68E+09,748900,2.68E+09,1.31E+07
56200,2.69E+09,748900,2.69E+09,1.31E+07
56300,2.69E+09,748900,2.69E+09,1.31E+07
56400,2.70E+09,748900,2.70E+09,1.32E+07
56500,2.71E+09,748900,2.71E+09,1.32E+07
56600,2.71E+09,748900,2.71E+09,1.32E+07
56700,2.72E+09,748900,2.72E+09,1.33E+07
56800,2.72E+09,748900,2.72E+09,1.33E+07
56900,2.73E+09,748900,2.73E+09,1.33E+07
57000,2.73E+09,748900,2.73E+09,1.33E+07
57100,2.74E+09,748900,2.74E+09,1.34E+07
57200,2.74E+09,748900,2.74E+09,1.34E+07
57300,2.75E+09,748900,2.75E+09,1.34E+07
57400,2.75E+09,748900,2.75E+09,1.34E+07
57500,2.75E+09,748900,2.75E+09,1.34E+07
57600,2.76E+09,748900,2.76E+09,1.35E+07
57700,2.76E+09,748900,2.76E+09,1.35E+07
57800,2.77E+09,748900,2.77E+09,1.35E+07
57900,2.77E+09,748900,2.77E+09,1.35E+07
58000,2.78E+09,748900,2.78E+09,1.36E+07
58100,2.78E+09,748900,2.78E+09,1.36E+07
58200,2.79E+09,748900,2.79E+09,1.36E+07
58300,2.79E+09,748900,2.79E+09,1.36E+07
58400,2.80E+09,748900,2.80E+09,1.37E+07
58500,2.80E+09,748900,2.80E+09,1.37E+07
58600,2.81E+09,748900,2.81E+09,1.37E+07
58700,2.81E+09,748900,2.81E+09,1.37E+07
58800,2.82E+09,748900,2.82E+09,1.37E+07
58900,2.82E+09,748900,2.82E+09,1.38E+07
59000,2.82E+09,748900,2.82E+09,1.38E+07
59100,2.83E+09,748900,2.83E+09,1.38E+07
59200,2.83E+09,748900,2.83E+09,1.38E+07
59300,2.83E+09,748900,2.83E+09,1.38E+07
59400,2.84E+09,748900,2.84E+09,1.39E+07
59500,2.84E+09,748900,2.84E+09,1.39E+07
59600,2.84E+09,748900,2.84E+09,1.39E+07
59700,2.85E+09,748900,2.85E+09,1.39E+07
59800,2.85E+09,748900,2.85E+09,1.39E+07
59900,2.86E+09,748900,2.86E+09,1.39E+07
60000,2.86E+09,748900,2.86E+09,1.40E+07
60100,2.87E+09,748900,2.87E+09,1.40E+07
60200,2.87E+09,748900,2.87E+09,1.40E+07
60300,2.87E+09,748900,2.87E+09,1.40E+07
60400,2.88E+09,748900,2.88E+09,1.41E+07
60500,2.88E+09,748900,2.88E+09,1.41E+07
60600,2.89E+09,748900,2.89E+09,1.41E+07
60700,2.89E+09,748900,2.89E+09,1.41E+07
60800,2.90E+09,748900,2.90E+09,1.42E+07
60900,2.90E+09,748900,2.90E+09,1.42E+07
61000,2.91E+09,748900,2.91E+09,1.42E+07
61100,2.91E+09,748900,2.91E+09,1.42E+07
61200,2.92E+09,748900,2.92E+09,1.42E+07
61300,2.92E+09,748900,2.92E+09,1.43E+07
61400,2.93E+09,748900,2.93E+09,1.43E+07
